Customer_ID,feature_snapshot_date,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Utilization_Ratio,Monthly_Balance,credit_history_months,num_loan_types,log_Annual_Income,debt_to_income,emi_to_salary,investment_rate,has_credit_limit_change,balance_to_debt,inq_per_loan,Credit_Mix_vec,Payment_Behaviour_vec,Payment_of_Min_Amount_vec,Occupation_vec,Age_group_vec,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20
CUS_0x95ec,2023-11-01,4.0,3.0,8.0,9,8.0,12.19,8.0,38.282546983222616,295.20716272472754,376,1,11.401667146972983,0.014546875426116868,0.005236725192866506,0.09123063631598623,1,0.22741083647447066,4.0,"(4,[2],[1.0])","(7,[6],[1.0])","(3,[2],[1.0])","(16,[4],[1.0])","(4,[3],[1.0])",222.0,23.0,15.0,24.0,143.0,142.0,-39.0,105.0,35.0,64.0,140.0,205.0,-38.0,49.0,17.0,224.0,205.0,14.0,233.0,67.0
CUS_0x961b,2023-11-01,4.0,1.0,2.0,15,8.0,3.75,2.0,28.72882055004333,422.98210502985415,330,1,10.379327554476049,0.009501881331493683,0.006663190597017013,0.04834916744599269,1,1.3817693424255448,1.0,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[6],[1.0])","(4,[2],[1.0])",228.0,174.0,138.0,7.0,21.0,133.0,265.0,51.0,40.0,27.0,92.0,66.0,-27.0,88.0,77.0,257.0,-44.0,57.0,180.0,143.0
CUS_0x96b1,2023-11-01,6.0,6.0,15.0,9,18.0,8.67,8.0,37.73565060324883,608.9735031414277,248,1,11.018424040156054,0.012477804874409488,12.911981021111622,0.020091460342830728,1,0.8005006668610188,4.0,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[2],[1.0])","(16,[13],[1.0])","(4,[1],[1.0])",3.0,61.0,32.0,41.0,-37.0,90.0,13.0,-18.0,56.0,275.0,111.0,47.0,-70.0,142.0,95.0,202.0,-169.0,-2.0,224.0,214.0
CUS_0x96c8,2023-11-01,7.0,5.0,29.0,36,18.0,16.91,11.0,28.76678538636861,406.92268321379964,83,6,11.104704563148266,0.040339063101655755,0.04159509064892554,0.030878671429927194,1,0.15204712983252996,1.5714285714285714,"(4,[3],[1.0])","(7,[4],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[2],[1.0])",168.0,228.0,98.0,-51.0,87.0,66.0,147.0,53.0,-45.0,100.0,181.0,-82.0,-6.0,16.0,249.0,38.0,10.0,21.0,108.0,-46.0
CUS_0x972f,2023-11-01,4.0,5.0,12.0,23,22.0,10.46,11.0,38.5888717100665,338.18673157863066,209,6,11.103277922665136,0.017701581088991124,0.03512192915849399,1.8030086805852927,1,0.28837995168990344,1.5714285714285714,"(4,[0],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[2],[1.0])",162.0,180.0,47.0,-21.0,125.0,151.0,265.0,86.0,189.0,264.0,-35.0,43.0,138.0,149.0,74.0,102.0,258.0,101.0,49.0,205.0
CUS_0x9737,2023-11-01,8.0,6.0,19.0,27,9.0,6.39,0.0,25.35927375103711,320.85114493535883,290,2,10.019253889355067,0.03650955458263248,0.021492696064671874,0.03519526648509594,1,0.3921140640773856,0.0,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[5],[1.0])","(4,[1],[1.0])",164.0,76.0,44.0,174.0,58.0,198.0,-66.0,90.0,271.0,134.0,58.0,56.0,193.0,14.0,255.0,104.0,184.0,73.0,24.0,223.0
CUS_0x97a4,2023-11-01,9.0,6.0,18.0,58,22.0,0.52,13.0,40.11246975362493,466.37706934957697,189,6,10.98433633348989,0.04270183701029459,0.03630711426661985,0.0198858876355036,1,0.18561440403080898,1.8571428571428572,"(4,[3],[1.0])","(7,[3],[1.0])","(3,[2],[1.0])","(16,[6],[1.0])","(4,[2],[1.0])",106.0,49.0,82.0,-19.0,76.0,43.0,235.0,-64.0,229.0,-58.0,45.0,180.0,164.0,83.0,70.0,89.0,43.0,222.0,175.0,123.0
CUS_0x9891,2023-11-01,3.0,5.0,5.0,11,6.0,4.41,3.0,33.19864553316415,413.45611574021126,357,1,11.049266147948034,0.02063013988729014,0.009099091693578963,0.06206082044543683,1,0.31915856100864115,0.0297029702970297,"(4,[2],[1.0])","(7,[4],[1.0])","(3,[1],[1.0])","(16,[7],[1.0])","(4,[3],[1.0])",261.0,188.0,-47.0,108.0,70.0,60.0,158.0,140.0,213.0,275.0,162.0,0.0,69.0,192.0,60.0,51.0,101.0,261.0,-3.0,-31.0
CUS_0x99a9,2023-11-01,5.0,5.0,20.0,21,7.0,15.9,8.0,36.38465025525519,425.0714784918914,350,2,10.238450436371583,0.008920239346700398,0.010278566801853758,0.023008015254421494,1,1.701631369031876,2.6666666666666665,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[7],[1.0])","(4,[2],[1.0])",72.0,3.0,54.0,31.0,16.0,131.0,129.0,34.0,82.0,166.0,78.0,82.0,141.0,160.0,100.0,60.0,158.0,52.0,121.0,80.0
CUS_0x99ba,2023-11-01,5.0,4.0,4.0,17,9.0,3.66,2.0,30.17056753561956,369.9735526289125,329,-1,9.742640166407483,0.076287082081506,0.0,0.03415451358312963,1,0.28535329612623556,2.0,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[11],[1.0])","(4,[1],[1.0])",50.0,165.0,261.0,26.0,248.0,189.0,265.0,260.0,230.0,68.0,126.0,173.0,38.0,143.0,255.0,257.0,258.0,151.0,157.0,-63.0
CUS_0x99bc,2023-11-01,3.0,7.0,2.0,7,5.0,11.35,6.0,35.31979545345809,410.05471324955636,282,1,10.466227312927238,0.00044831158281616573,0.008397637195855283,0.04946808254371972,1,24.555239740116864,3.0,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[4],[1.0])","(4,[2],[1.0])",166.0,80.0,14.0,108.0,218.0,135.0,120.0,110.0,-159.0,24.0,83.0,164.0,15.0,39.0,-59.0,215.0,86.0,187.0,152.0,18.0
CUS_0x99ca,2023-11-01,1.0,1.0,8.0,1,8.0,4.14,4.0,36.58609587553946,1200.0556632051516,269,-1,11.78489582740141,0.0039570359364353965,0.0,0.013263641139056596,1,2.3080357877035085,4.0,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",86.0,170.0,-43.0,101.0,77.0,-34.0,178.0,90.0,171.0,229.0,254.0,79.0,229.0,51.0,174.0,199.0,35.0,48.0,121.0,161.0
CUS_0x9ae,2023-11-01,4.0,3.0,22.0,25,15.0,7.3,9.0,23.99235940101893,228.3364927897082,180,4,9.553510130045117,0.09379257106529834,0.033758373698883064,0.11559416410060104,1,0.17335628215591886,1.8,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",113.0,168.0,141.0,90.0,86.0,-36.0,211.0,-25.0,271.0,50.0,59.0,0.0,258.0,-10.0,115.0,257.0,-114.0,151.0,116.0,189.0
CUS_0x9b60,2023-11-01,3.0,4.0,15.0,21,19.0,17.1,7.0,34.85326790301537,420.52946438325165,245,4,11.048919175675142,0.00838412646105125,0.025427885842054503,0.13272868828605608,1,0.7981094069661687,1.4,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[0],[1.0])",176.0,72.0,38.0,195.0,93.0,188.0,98.0,-17.0,254.0,275.0,-6.0,-37.0,-1.0,205.0,5.0,174.0,258.0,168.0,112.0,203.0
CUS_0x9bf4,2023-11-01,4.0,7.0,9.0,17,12.0,7.34,4.0,38.487934497771306,359.94180301182115,359,2,10.177586921298952,0.005776048954438206,0.012320773449753986,0.041436574920506244,1,2.359867950387847,1.3333333333333333,"(4,[2],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[14],[1.0])","(4,[0],[1.0])",150.0,151.0,261.0,-17.0,55.0,234.0,-62.0,133.0,143.0,86.0,132.0,173.0,-67.0,255.0,37.0,131.0,111.0,162.0,75.0,213.0
CUS_0x9bfa,2023-11-01,2.0,6.0,4.0,8,5.0,7.54,8.0,33.26361632753623,521.5714697541347,248,4,11.210990568535008,0.018247027061094732,0.035681697035851855,0.018899443477728622,1,0.3870441057016462,1.6,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[5],[1.0])","(4,[0],[1.0])",-53.0,170.0,95.0,261.0,104.0,252.0,101.0,163.0,46.0,18.0,-24.0,253.0,54.0,-122.0,59.0,33.0,65.0,23.0,99.0,-20.0
CUS_0x9c03,2023-11-01,8.0,5.0,24.0,39,21.0,7.71,12.0,29.317103883143872,573.1962072121424,170,3,11.311555636282499,0.03185699783515368,0.017909953055829056,0.04155739616028947,1,0.2203649774767784,3.0,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[2],[1.0])",5.0,56.0,203.0,133.0,213.0,96.0,122.0,121.0,118.0,194.0,247.0,83.0,21.0,169.0,248.0,17.0,-1.0,162.0,-17.0,262.0
CUS_0x9c19,2023-11-01,8.0,6.0,9.0,17,10.0,10.09,5.0,27.269603413126426,435.0469020463763,163,7,11.284230533217682,0.0300846737539016,0.059803738859103714,0.011505261610921141,1,0.182107332392147,0.625,"(4,[0],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[5],[1.0])","(4,[2],[1.0])",-39.0,15.0,71.0,254.0,155.0,59.0,-55.0,266.0,119.0,30.0,31.0,96.0,178.0,122.0,112.0,39.0,68.0,215.0,261.0,34.0
CUS_0x9c79,2023-11-01,4.0,5.0,3.0,14,4.0,9.99,4.0,26.480772097048806,683.7898364210607,298,3,11.304258618667431,0.015217597000538154,0.022092151259074853,0.01328374382671252,1,0.5539653737550646,1.0,"(4,[1],[1.0])","(7,[6],[1.0])","(3,[2],[1.0])","(16,[5],[1.0])","(4,[2],[1.0])",-61.0,14.0,200.0,141.0,244.0,87.0,207.0,215.0,163.0,32.0,100.0,-8.0,183.0,79.0,255.0,57.0,101.0,261.0,88.0,43.0
CUS_0x9cdb,2023-11-01,5.0,4.0,6.0,9,13.0,11.4,7.0,41.805713753630506,787.6542732584807,184,6,11.676761546642101,0.010870517440602936,0.032654105918508695,1.0010250496508424,1,0.6153813472993911,1.0,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[6],[1.0])","(4,[0],[1.0])",-37.0,119.0,241.0,-52.0,123.0,35.0,-2.0,114.0,195.0,-20.0,122.0,111.0,26.0,127.0,-33.0,-21.0,255.0,170.0,-99.0,186.0
CUS_0x9d3,2023-11-01,5.0,5.0,12.0,13,8.0,4.07,5.0,29.09582020027932,344.15336360240667,395,4,9.946917184213461,0.03683645853331118,0.022987962718193033,0.03400552273053473,1,0.44800093921888645,1.0,"(4,[1],[1.0])","(7,[6],[1.0])","(3,[1],[1.0])","(16,[0],[1.0])","(4,[0],[1.0])",83.0,217.0,193.0,183.0,178.0,208.0,204.0,266.0,158.0,26.0,209.0,104.0,212.0,199.0,16.0,52.0,57.0,10.0,29.0,138.0
CUS_0x9dc2,2023-11-01,9.0,9.0,32.0,35,23.0,18.64,9.0,26.937866644860968,412.39047044770564,102,7,10.954799267044532,0.06820030879967233,0.04827540560606013,0.016113522876642687,1,0.1058897661733327,1.125,"(4,[2],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",118.0,-102.0,198.0,56.0,262.0,11.0,92.0,260.0,124.0,133.0,70.0,-120.0,7.0,184.0,125.0,126.0,213.0,78.0,61.0,-51.0
CUS_0x9e8d,2023-11-01,9.0,6.0,22.0,48,19.0,26.12,10.0,34.319660822018754,218.072077066431,27,6,9.918395869269247,0.1929922563102205,0.04308707897528324,0.09207005566666207,1,0.05590256175747572,1.4285714285714286,"(4,[3],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",-120.0,102.0,234.0,169.0,216.0,167.0,-23.0,128.0,80.0,267.0,190.0,253.0,168.0,-8.0,225.0,-15.0,212.0,79.0,35.0,91.0
CUS_0x9ed1,2023-11-01,1.0,4.0,8.0,-3,4.0,11.73,3.0,38.170741490117656,323.67515996261034,263,4,9.657761551296467,0.0913638476148345,0.025597416792085846,0.03811913825132749,1,0.22701699084213897,0.6,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[11],[1.0])","(4,[1],[1.0])",126.0,219.0,84.0,-2.0,78.0,252.0,184.0,205.0,142.0,97.0,92.0,11.0,0.0,8.0,39.0,77.0,34.0,92.0,127.0,112.0
CUS_0x9f40,2023-11-01,4.0,4.0,5.0,9,11.0,3.4,3.0,35.68549861614235,463.07186419791776,315,4,11.014454210732456,0.023671572021533648,0.02444411392371867,0.03504487108036537,1,0.3225072894804668,0.6,"(4,[1],[1.0])","(7,[1],[1.0])","(3,[1],[1.0])","(16,[13],[1.0])","(4,[1],[1.0])",190.0,37.0,-71.0,20.0,8.0,60.0,-3.0,126.0,104.0,89.0,96.0,44.0,216.0,123.0,170.0,-9.0,218.0,189.0,24.0,47.0
CUS_0x9f5,2023-11-01,3.0,3.0,12.0,16,21.0,11.32,10.0,23.02947082720663,480.593853533653,128,2,10.91956714719724,0.002496973584752659,0.011219034099167033,0.041340654435617005,1,3.465950727122368,3.3333333333333335,"(4,[0],[1.0])","(7,[1],[1.0])","(3,[0],[1.0])","(16,[9],[1.0])","(4,[0],[1.0])",215.0,216.0,174.0,-25.0,83.0,48.0,165.0,51.0,271.0,71.0,-13.0,66.0,153.0,225.0,4.0,257.0,-82.0,19.0,227.0,-33.0
CUS_0x9f7a,2023-11-01,1.0,1.0,11.0,13,6.0,7.7200000000000015,7.0,32.049855226738075,396.86786761292433,263,-1,12.093994729684823,0.005678964480646318,0.0,0.09201229754742553,1,0.3914596727696846,7.0,"(4,[1],[1.0])","(7,[2],[1.0])","(3,[1],[1.0])","(16,[15],[1.0])","(4,[1],[1.0])",188.0,65.0,104.0,107.0,81.0,33.0,172.0,266.0,271.0,-15.0,100.0,184.0,37.0,86.0,226.0,6.0,6.0,240.0,193.0,142.0
CUS_0xa058,2023-11-01,5.0,6.0,8.0,8,8.0,9.01,5.0,32.1464043347692,308.17019241541766,197,-1,10.157149833563563,0.0011945808937668795,0.0,0.08802521912545545,1,9.72539139400496,5.0,"(4,[2],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[14],[1.0])","(4,[2],[1.0])",29.0,94.0,193.0,108.0,250.0,21.0,-53.0,-3.0,-120.0,102.0,57.0,98.0,184.0,96.0,144.0,215.0,90.0,261.0,152.0,40.0
CUS_0xa1a0,2023-11-01,4.0,3.0,6.0,-5,1.0,12.08,4.0,29.409097505165896,183.90311461234302,216,4,10.696008237314151,0.006805925419570091,0.03583740507829893,0.08910721379912556,1,0.6129114114702433,0.8,"(4,[1],[1.0])","(7,[5],[1.0])","(3,[1],[1.0])","(16,[5],[1.0])","(4,[2],[1.0])",177.0,68.0,126.0,61.0,262.0,124.0,178.0,32.0,-3.0,170.0,79.0,-22.0,64.0,194.0,150.0,257.0,130.0,80.0,227.0,8.0
CUS_0xa219,2023-11-01,8.0,3.0,8.0,15,9.0,18.14,6.0,25.65164564291505,258.34083886793803,149,7,9.595575221366882,0.03193693431689785,0.05632367692661936,0.06461966298586243,1,0.5512494980825958,0.75,"(4,[2],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",261.0,258.0,-58.0,80.0,-62.0,105.0,-164.0,145.0,102.0,268.0,251.0,161.0,-143.0,7.0,78.0,257.0,81.0,242.0,87.0,198.0
CUS_0xa250,2023-11-01,5.0,4.0,4.0,13,3.0,9.99,6.0,33.96410396542613,1047.9974813845156,237,-1,11.652584358557782,0.012993251913349333,0.0,0.015100315694748326,1,0.7016377035085418,6.0,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",29.0,-16.0,76.0,138.0,240.0,157.0,180.0,203.0,72.0,275.0,74.0,134.0,124.0,-24.0,-49.0,169.0,11.0,-27.0,121.0,209.0
CUS_0xa30f,2023-11-01,8.0,10.0,24.0,30,17.0,0.5,9.0,37.42015067123618,253.76080545119945,138,3,9.191979335089055,0.21221085824956343,0.013675430698528267,0.11929561708277643,1,0.12221674523924175,2.25,"(4,[3],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[2],[1.0])","(4,[0],[1.0])",247.0,128.0,146.0,-1.0,206.0,92.0,75.0,60.0,159.0,270.0,-33.0,25.0,127.0,176.0,-43.0,-17.0,146.0,-51.0,159.0,11.0
CUS_0xa31,2023-11-01,5.0,5.0,6.0,30,20.0,10.69,4.0,30.409279299849352,574.2288919811609,239,1,11.584257172579763,0.002317081051465383,0.0059446612207913856,0.05785232198704919,1,2.3023890969466896,2.0,"(4,[0],[1.0])","(7,[4],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",45.0,115.0,16.0,46.0,-72.0,141.0,99.0,67.0,18.0,94.0,53.0,-13.0,235.0,-105.0,68.0,15.0,23.0,180.0,122.0,97.0
CUS_0xa352,2023-11-01,10.0,6.0,16.0,55,20.0,3.67,8.0,24.998578378406037,258.4688043476308,221,5,9.253281559420065,0.17477642230666177,0.04294739626598932,0.08637771653103904,1,0.14213963918356065,1.3333333333333333,"(4,[3],[1.0])","(7,[2],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[0],[1.0])",135.0,27.0,50.0,151.0,107.0,203.0,155.0,215.0,129.0,218.0,99.0,235.0,73.0,60.0,71.0,222.0,-29.0,56.0,72.0,262.0
CUS_0xa3aa,2023-11-01,5.0,3.0,5.0,12,11.0,3.57,3.0,24.99340412753881,313.4500150662161,230,4,10.218171642020577,0.014986204457279809,0.03297820118840954,0.04899583809842379,1,0.76402559726466,0.6,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[1],[1.0])","(16,[2],[1.0])","(4,[0],[1.0])",164.0,50.0,124.0,-94.0,238.0,6.0,50.0,254.0,32.0,14.0,254.0,171.0,151.0,-31.0,64.0,-18.0,36.0,28.0,145.0,-23.0
CUS_0xa49c,2023-11-01,3.0,5.0,10.0,5,15.0,19.18,7.0,23.76584494434698,319.17162455811456,122,4,10.92020299901851,0.009454611101403313,0.021052850730583057,0.0663756229730978,1,0.6113995924114701,0.06930693069306931,"(4,[0],[1.0])","(7,[4],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[1],[1.0])",-49.0,241.0,148.0,84.0,-149.0,149.0,126.0,142.0,18.0,22.0,254.0,199.0,235.0,108.0,218.0,257.0,118.0,231.0,-8.0,157.0
CUS_0xa4f3,2023-11-01,3.0,3.0,5.0,1,15.0,11.7,0.0,24.90990935282279,170.19441212454808,327,3,10.401194805505542,0.010418886218418785,0.01932986254385562,0.13064057960657552,1,0.49799113396907263,0.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[4],[1.0])","(4,[1],[1.0])",90.0,59.0,63.0,85.0,255.0,245.0,97.0,200.0,-60.0,56.0,91.0,0.0,88.0,115.0,68.0,134.0,15.0,43.0,224.0,150.0
CUS_0xa509,2023-11-01,7.0,4.0,5.0,18,6.0,18.32,4.0,29.015029198558693,234.05047145190065,273,1,11.776913026562344,0.00047599592047381484,0.006278782264102319,0.09881101013696938,1,3.7321446721483116,2.0,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[0],[1.0])","(16,[3],[1.0])","(4,[0],[1.0])",-53.0,31.0,261.0,-4.0,58.0,180.0,165.0,118.0,108.0,56.0,62.0,15.0,149.0,156.0,73.0,54.0,78.0,-40.0,-146.0,124.0
CUS_0xa587,2023-11-01,6.0,3.0,19.0,6,11.0,17.76,4.0,40.59790791823585,252.5987396496274,368,2,9.771490410917808,0.051563114235456765,0.018196631809350137,0.11134917447179099,1,0.280300130036947,1.3333333333333333,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[15],[1.0])","(4,[1],[1.0])",153.0,100.0,155.0,101.0,214.0,58.0,165.0,266.0,84.0,86.0,110.0,81.0,156.0,186.0,-16.0,62.0,84.0,-3.0,110.0,149.0
CUS_0xa618,2023-11-01,5.0,3.0,3.0,5,9.0,4.26,1.0,24.49299203723757,536.8773927827032,380,3,11.686787927631299,0.005943733208033436,0.020466185496999908,0.11917535176963621,1,0.7594563887703366,0.25,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[0],[1.0])","(4,[1],[1.0])",95.0,137.0,205.0,140.0,91.0,196.0,235.0,262.0,22.0,53.0,66.0,128.0,87.0,202.0,21.0,-114.0,62.0,261.0,200.0,-42.0
CUS_0xa65f,2023-11-01,8.0,7.0,20.0,29,9.0,8.76,5.0,32.57632886537129,195.0941224533432,303,2,11.123242707783652,0.004979537754198205,0.015951922329474576,0.10027682680282594,1,0.5797313302390042,1.6666666666666667,"(4,[0],[1.0])","(7,[6],[1.0])","(3,[0],[1.0])","(16,[9],[1.0])","(4,[3],[1.0])",222.0,128.0,172.0,95.0,152.0,126.0,47.0,-70.0,102.0,177.0,33.0,85.0,159.0,48.0,64.0,99.0,146.0,124.0,146.0,134.0
CUS_0xa672,2023-11-01,7.0,9.0,30.0,33,23.0,20.82,9.0,36.62570432184963,383.09235386443436,8,9,10.841830340627482,0.061915079472990714,0.04930453097779076,0.02471895070415686,1,0.12132629363519712,0.9,"(4,[2],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",-23.0,-39.0,116.0,38.0,157.0,212.0,265.0,80.0,119.0,240.0,191.0,81.0,90.0,105.0,187.0,58.0,126.0,259.0,51.0,-15.0
CUS_0xa67d,2023-11-01,6.0,10.0,17.0,57,18.0,27.2,14.0,23.111422313869763,309.76849379480234,102,5,9.739400924252275,0.2562048668001699,0.03546312022682123,0.013884198281789398,1,0.07144661738958961,2.3333333333333335,"(4,[3],[1.0])","(7,[3],[1.0])","(3,[0],[1.0])","(16,[6],[1.0])","(4,[0],[1.0])",261.0,96.0,261.0,28.0,162.0,55.0,251.0,266.0,61.0,6.0,61.0,69.0,34.0,-31.0,21.0,186.0,-139.0,64.0,213.0,93.0
CUS_0xa6d1,2023-11-01,4.0,7.0,15.0,5,19.0,15.62,4.0,25.91200826128372,416.16208336738123,303,-1,11.004770438648938,0.011403671348867902,0.0,0.11835412421399574,1,0.6071786381884597,4.0,"(4,[0],[1.0])","(7,[0],[1.0])","(3,[0],[1.0])","(16,[8],[1.0])","(4,[3],[1.0])",192.0,-5.0,32.0,-31.0,-130.0,173.0,93.0,45.0,42.0,-16.0,65.0,105.0,21.0,193.0,255.0,-118.0,81.0,105.0,143.0,194.0
CUS_0xa729,2023-11-01,6.0,9.0,32.0,47,23.0,0.0,11.0,23.36173940660334,296.84277675190714,84,5,10.35148008010039,0.04038578630906479,0.027069928745126755,0.05999731777197749,0,0.23540975549664256,1.8333333333333333,"(4,[3],[1.0])","(7,[4],[1.0])","(3,[0],[1.0])","(16,[11],[1.0])","(4,[0],[1.0])",154.0,43.0,3.0,261.0,148.0,218.0,-136.0,246.0,178.0,235.0,88.0,36.0,0.0,116.0,33.0,-71.0,43.0,207.0,158.0,262.0
CUS_0xa788,2023-11-01,8.0,7.0,17.0,50,18.0,10.05,11.0,29.29770312317709,371.90130347279563,161,5,10.29433703755221,0.05873013510697885,0.030511437675525315,0.03178909831303357,1,0.21463922057443888,1.8333333333333333,"(4,[0],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[10],[1.0])","(4,[0],[1.0])",168.0,128.0,160.0,261.0,187.0,213.0,163.0,37.0,127.0,87.0,68.0,194.0,-247.0,-75.0,216.0,101.0,-9.0,189.0,113.0,225.0
CUS_0xa7a3,2023-11-01,9.0,5.0,27.0,27,20.0,9.72,10.0,32.212740285313764,347.5113789136193,76,6,10.890682874065718,0.027887649015518514,0.04808931399904744,0.03064804150346484,1,0.23267597267640022,0.09900990099009901,"(4,[3],[1.0])","(7,[1],[1.0])","(3,[2],[1.0])","(16,[3],[1.0])","(4,[2],[1.0])",120.0,-119.0,-152.0,183.0,233.0,204.0,141.0,124.0,44.0,-126.0,-10.0,94.0,67.0,84.0,33.0,257.0,126.0,261.0,115.0,36.0
CUS_0xa7ae,2023-11-01,7.0,5.0,4.0,29,13.0,3.11,14.0,33.237381978383524,393.18659746507586,264,-1,9.9180539456351,0.02040657433478569,0.0,0.022388039321561293,1,0.9495726475840139,14.0,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[1],[1.0])","(16,[0],[1.0])","(4,[1],[1.0])",-169.0,179.0,261.0,104.0,136.0,86.0,-10.0,-26.0,82.0,13.0,173.0,200.0,120.0,111.0,50.0,-11.0,22.0,242.0,-9.0,97.0
CUS_0xa7be,2023-11-01,7.0,4.0,11.0,5,19.0,11.89,2.0,26.872899450281512,484.7865954418361,401,4,11.026868223281753,0.018703623432761027,0.03612152111884535,0.014638266297804922,1,0.42192415529620286,0.4,"(4,[1],[1.0])","(7,[3],[1.0])","(3,[2],[1.0])","(16,[11],[1.0])","(4,[1],[1.0])",203.0,81.0,194.0,68.0,-44.0,252.0,76.0,180.0,197.0,107.0,101.0,-19.0,71.0,191.0,-29.0,180.0,81.0,38.0,48.0,37.0
CUS_0xa7d4,2023-11-01,5.0,4.0,3.0,21,4.0,1.61,6.0,38.97799159646756,726.4629599799649,245,2,11.79501165966199,0.00027498448215655414,0.01191535931229489,0.04535527978048448,1,19.41972664121636,2.0,"(4,[1],[1.0])","(7,[4],[1.0])","(3,[1],[1.0])","(16,[11],[1.0])","(4,[1],[1.0])",84.0,93.0,38.0,41.0,103.0,144.0,168.0,219.0,271.0,186.0,50.0,133.0,85.0,88.0,-29.0,-26.0,204.0,123.0,68.0,169.0
CUS_0xa7e9,2023-11-01,8.0,7.0,9.0,8,17.0,2.67,0.0,34.08530783526129,327.73027233227907,382,-1,9.856527487712839,0.054556240243028825,0.0,0.10990670007493171,1,0.3154589157468108,0.0,"(4,[0],[1.0])","(7,[5],[1.0])","(3,[0],[1.0])","(16,[0],[1.0])","(4,[1],[1.0])",14.0,154.0,9.0,150.0,-69.0,252.0,265.0,147.0,240.0,153.0,-53.0,167.0,258.0,128.0,-117.0,86.0,166.0,41.0,116.0,-1.0
CUS_0xa872,2023-11-01,2.0,7.0,10.0,14,5.0,8.72,4.0,25.87691287525288,328.70232829541,394,1,11.287755111078631,0.0073369805513713885,0.010297301315002425,0.08365409164465282,1,0.561893635147349,2.0,"(4,[1],[1.0])","(7,[0],[1.0])","(3,[1],[1.0])","(16,[12],[1.0])","(4,[0],[1.0])",-46.0,174.0,-15.0,216.0,198.0,91.0,-109.0,226.0,271.0,204.0,69.0,-19.0,53.0,215.0,65.0,257.0,-25.0,71.0,136.0,128.0
